2.893695856739402217e-01,-2.302324934567277423e-02,-7.434921505331261449e-02,2.678745018681285769e-02,-6.465182423650531196e-02,1.125072990454888643e-02,-1.089203289068254102e-02,2.524149858395324242e-01
-3.874983047905440348e-01,5.458625305817486201e-02,1.150736313578053643e-01,1.490036101065595753e-01,-2.322366932396268124e-01,-1.124848177866011184e-01,-2.083708495757769508e-01,-2.571927848009709083e-01
-2.546893032746891938e-01,-2.268382339398726799e-01,3.154037892763335571e-01,2.573079521853923191e-01,-9.083154017791458812e-02,-3.901767576268051485e-01,-2.791593634117173206e-02,-5.559622923056313226e-01
-4.973094696268745563e-01,-3.216928488718052148e-01,4.219452995294339925e-01,4.670222545565254069e-01,-2.909849305047592094e-01,-1.573613407298074807e-01,1.338647733985064148e-02,-1.402506068047449928e-01
3.847585794669491355e-01,1.469980972239048334e-01,-3.256808167083428962e-02,-3.407778201823747910e-01,2.399204430063778815e-01,9.474030580822043190e-02,-5.027570597763849486e-02,4.204086956517568141e-01
-7.700709478378873207e-01,-1.993377271162702913e-01,6.689145180475213337e-01,4.922555284020296851e-01,-2.264806002861528278e-01,-5.535249376257371789e-01,-1.274940906972333102e-02,-6.867435483802545315e-01
-7.840363363352462756e-01,6.928518994131543929e-02,6.414632603229085683e-01,4.639424516909120833e-01,-3.858761324674270243e-01,-5.238352413054374601e-01,-6.489435071083937689e-02,-7.691086486098898112e-01
-1.802467282149837827e-02,9.422252622102783581e-02,-2.792674251877903524e-01,1.215856215260990719e-01,-1.406746961526874895e-01,2.446527900884692686e-01,-7.914814204852629875e-02,2.734282253928528861e-01
6.758544382847426757e-01,1.033890611006550442e-01,-6.516258457448445007e-01,-6.185936495727095696e-01,3.799341025012616391e-01,6.326561091835485318e-01,-1.918397882353029549e-01,7.354141988771381033e-01
-8.584999956183796410e-01,-3.263708397795824639e-02,2.633814469470240893e-01,2.877589330691120995e-01,-5.831711114914079896e-01,-6.248684077069044385e-01,7.295337409555592567e-02,-7.478218541263511598e-01
-2.518754085587258107e-01,-1.637931904595460800e-02,1.720163657035982396e-01,2.137615361677489001e-01,5.526339893394097841e-02,1.302000163329992410e-01,9.702856009345152410e-02,-2.785606629907362852e-01
2.952062555786718612e-01,2.176311790071643049e-01,-2.668108875585016304e-01,-9.104516793744618641e-02,1.171305767888441290e-01,2.573824452878877844e-01,-1.965410408486102101e-01,-1.930947537882465176e-02
-2.130630897272716706e-01,-3.178472189910956369e-01,4.388416199462523148e-01,1.459556879311204869e-01,-2.744535875065263753e-01,-4.102093347890441999e-01,2.678477550351574497e-03,-5.775986900007318986e-02
5.393628031894232011e-01,-1.434545059612369056e-01,-1.730035217371977407e-01,-2.845171308796239362e-01,6.458342716009853046e-02,1.320883188831136479e-01,8.152118871209054762e-02,1.773369928488160163e-01
2.618558821607722131e-01,2.426941774965241105e-01,-4.360410119397198359e-01,-5.577244547377752104e-02,2.967382610144788102e-01,2.410866269312179622e-01,2.159279769258873050e-01,2.699359500191959582e-01
8.736947040357933014e-01,1.350905004992872249e-01,-3.124024748467641999e-01,-4.014709127437127156e-01,2.956988144536977781e-01,3.455055944334124995e-01,7.732030307533964419e-02,6.128270547236190913e-01
