-2.050206438896545746e-01,-1.212433698428198731e-01,-4.762676574274697927e-01,-1.427429702409669376e-01,2.229102879162873641e-01,4.090258778955480623e-01,8.150982346628235509e-02,1.198016470329860972e-01
1.175770130708932992e-01,-3.516494915078047055e-05,2.519035484938343394e-01,7.475510374533184295e-03,4.794575286949968873e-02,-2.270960475228149533e-01,1.054822148437942891e-01,-2.212103111644971865e-01
-3.472140597760500075e-02,-1.333496240063347937e-01,8.250757504125691422e-02,-1.927854881480288718e-01,1.505675829291953927e-01,1.196038098886929996e-01,9.899971495804096855e-02,1.511480946178797025e-01
-5.612390736748406050e-01,-6.300146093124560087e-01,-9.669840070588783254e-01,-2.213452548475978721e-01,7.236926934170199166e-01,1.130575642054151508e+00,-3.587878329630412866e-01,8.959080616631811544e-01
1.689895493768297785e-01,2.340505667752016405e-01,1.212033215498876881e+00,1.422999069675021100e-01,-5.401264872594024880e-01,-1.282756434561151071e+00,1.778323504711029068e-01,-9.164283599419476012e-01
6.634138751131136713e-01,7.708738396348692179e-01,1.115522285911818789e+00,4.144071390463835991e-01,-5.194455189914336524e-01,-7.465237897736745065e-01,1.872940033935808768e-01,-9.321645880778921534e-01
5.839285957115197823e-02,4.287133898465842474e-01,7.280569595768843216e-01,8.743230136092007554e-02,-3.031485459654156486e-02,-6.044926647995764180e-01,-6.148338854260669561e-02,-5.641753070913821944e-01
3.529463102100987570e-01,2.549900915030870463e-01,4.313060335461236239e-01,1.858353359618845624e-01,-5.106008459506736763e-01,-5.549129975079993837e-01,-2.249338235065810945e-02,-1.749642236276931773e-01
4.120067786434177259e-01,4.681787674837702973e-01,6.651185160341381852e-01,-1.299721536315619208e-01,-5.291725637867384924e-01,-6.974658276688112668e-01,1.470296732464754785e-01,-4.680168689363469747e-01
-2.393974488676230694e-01,-3.912845209900986387e-01,-8.786536533293566320e-01,-1.338984998302793772e-01,1.550557241158781741e-01,1.103085503488210328e+00,-1.429656293892930530e-01,9.345407042908322470e-01
9.093591600400130481e-02,2.783533402183031580e-01,8.334807133901386278e-01,5.165706917524660186e-02,-4.908166751220404134e-01,-1.037975815005994562e+00,1.826290692145786654e-01,-7.196362940376846984e-01
-3.566377091099408592e-01,-6.972111533462848065e-01,-1.395678808349396283e+00,-1.915048907727424921e-01,6.544739967059500785e-01,1.005599562045395690e+00,-4.268664190517798551e-01,8.137766450058517842e-01
3.871922568153997454e-04,-4.991704581723290235e-01,-1.033930085062431781e+00,-1.324019214228595587e-01,3.900592892433243364e-01,1.033325769104261882e+00,1.703768621462620203e-02,4.973900069291593007e-01
-4.016867356764183272e-01,-8.398629223063674987e-02,-8.134931947078395398e-01,4.407461284059115136e-02,2.363131872650584275e-01,5.779835496961573948e-01,2.400157722229589660e-02,5.815084166874118221e-01
2.488977260667333824e-01,4.022715795922341964e-01,7.631470571945283554e-01,1.680381971154272236e-01,-2.631037891123144679e-01,-9.432138258252479313e-01,3.859733639187743481e-01,-3.634171175154334854e-01
-5.022572423403195430e-01,-4.881916456451672603e-01,-9.430737195508598347e-01,-2.700972796437623447e-01,5.018900254177479647e-01,1.078426480289671474e+00,-3.182007828956066042e-01,7.096150184328906541e-01
