3.590265442230660548e-02,3.605964667082569436e-02,8.836190917023358793e-01,4.441860720453175149e-02
6.478752052522947745e-04,3.045405749066883768e-03,1.051948983709494103e-03,9.952547700619713833e-01
8.999630134208116625e-03,1.433196478771806524e-02,9.697606325768765023e-01,6.907772501197395609e-03
9.942576279045347576e-01,5.332891949453341662e-03,1.194256477340396931e-04,2.900544982775199237e-04
9.974171777476595890e-01,8.393477672108266060e-04,5.788397485780023659e-04,1.164634736551226372e-03
6.221632216349248356e-04,2.234515536532516618e-03,2.022242285301648675e-03,9.951210789565307913e-01
9.954965880789550248e-01,4.200015705398393862e-03,1.301236785484053988e-04,1.732725370986000555e-04
1.406203779274426552e-02,9.749787225611750152e-01,3.869180076800943485e-03,7.090059569279689479e-03
9.965355172870270506e-01,2.944656826309261389e-03,3.126687934025108406e-04,2.071570932613095049e-04
1.032520302467105711e-03,9.973367332495230997e-01,4.239309295562066274e-04,1.206815518453484759e-03
4.169969356912166247e-02,9.537748390070960314e-01,2.931155705006024438e-03,1.594311718776094148e-03
8.889874932444422756e-03,9.829500971840314794e-01,2.080585960848004273e-03,6.079441922675823430e-03
6.477581509501779966e-02,9.324727686365859025e-01,1.332286486377666892e-03,1.419129782018641126e-03
3.884947106464123464e-04,1.373157090308569066e-03,8.999887218085191000e-04,9.973383594772369243e-01
1.405855089487641207e-01,2.540101973375427299e-02,8.172015607732123765e-01,1.681191054426942055e-02
1.813867252791657309e-02,3.602839560803768482e-03,9.651259774523994750e-01,1.313251045887995488e-02
9.928254282576403078e-01,5.068289230336839139e-03,1.124442512771434925e-03,9.818399992515404288e-04
9.979135554397816632e-01,1.677911778433167347e-03,2.908901296409657973e-04,1.176426521446382548e-04
2.969595635423941463e-02,4.294036300536336476e-02,9.222640863268147804e-01,5.099594313582503542e-03
3.629236391935446431e-03,9.939552453257612941e-01,1.091616443534271924e-03,1.323901838768870055e-03
9.955580791653114714e-01,3.978091699463143227e-03,3.680675065186809732e-04,9.576162870655364904e-05
9.586211880430893784e-01,3.949180160870540551e-02,7.708504309641427436e-04,1.116159917240988923e-03
2.665556729131780822e-02,1.086949754128329129e-02,9.574779908153936425e-01,4.996944352005244089e-03
4.601116999316688660e-02,9.520843151102822421e-01,7.111654556730159608e-04,1.193349440877868300e-03
2.328930553752856306e-02,2.365137514903893623e-03,9.716278306758718841e-01,2.717726271695455800e-03
8.334356848196220954e-03,9.866457284435760089e-01,1.797165345929964018e-03,3.222749362297710075e-03
3.520147061542275128e-03,3.195951332132989774e-03,2.164242162107198574e-03,9.911196594442177599e-01
2.434360132309927247e-02,9.719452743335463829e-01,1.582921291799034525e-03,2.128203051555548845e-03
9.891400313983821357e-01,5.443889378632875420e-03,3.290247621439382642e-03,2.125831601545747577e-03
3.562675124827487279e-03,9.929280238736342135e-01,5.953261385185198680e-04,2.913974863019295081e-03
3.885570145638525194e-03,9.947741708630154500e-01,2.814600725988956778e-04,1.058798918747037550e-03
9.913267942696735169e-01,7.390967987481925246e-03,9.647393806863277781e-04,3.174983621579414821e-04
3.211839362938893189e-02,3.538155910735309075e-03,9.602115898083551926e-01,4.131860651520543465e-03
1.747883080765918031e-03,9.924784928442713650e-01,6.734426492579748645e-04,5.100181425704569324e-03
8.805922701842602146e-03,1.094723514238707092e-03,9.770851608416142309e-01,1.301419294230432046e-02
6.468403978967932066e-02,5.128608070438253619e-02,8.748615085480134779e-01,9.168370957924757217e-03
3.907821346424725402e-03,9.943906484897383491e-01,7.469799795066263534e-04,9.545501843301771802e-04
1.098784035419143532e-02,9.842037159412979630e-01,2.948568325810162639e-03,1.859875378700287258e-03
4.720887755764265514e-04,5.023475565256014207e-04,6.242661968393930410e-04,9.984012974710582133e-01
8.986581530849901966e-01,9.302818549242194979e-02,3.532432522873881625e-03,4.781228899713840103e-03
9.966070554554163907e-01,2.433466374337046618e-03,7.017655228724117367e-04,2.577126473741393775e-04
6.769635923840541802e-02,9.231923623416572466e-01,7.103721877257166556e-03,2.007556542680170950e-03
1.489548284542501280e-02,8.208023333365352739e-03,9.477700425043004140e-01,2.912645131690903486e-02
5.697751866802481385e-03,9.827347470500685800e-01,1.386231016908236451e-03,1.018127006622075205e-02
3.311844556133896299e-03,9.926928352866131178e-01,8.235804621734873869e-04,3.171739695079489867e-03
2.537128409393874309e-02,3.834367455609469406e-03,9.682553835127459818e-01,2.538964937706055056e-03
5.651219881332467804e-02,1.888421085978443312e-02,8.938126335139392475e-01,3.079095681295170722e-02
2.471574912364768190e-03,9.949708361017983727e-01,4.688908135768340133e-04,2.088698172259866037e-03
1.195156473411382531e-03,5.465261826715223092e-03,1.639677306770134443e-03,9.916999043931028490e-01
9.919270938800376358e-01,7.220294605190281934e-03,6.189091383992329984e-04,2.337023763728079669e-04
9.937957798384774444e-01,4.063962157423774493e-03,9.602660556992920595e-04,1.179991948399660481e-03
1.607068116235857110e-04,2.067272958134595742e-03,5.139162070934427673e-04,9.972581040231484062e-01
3.305960729163443532e-04,1.072481445245372124e-02,2.514342966162784031e-03,9.864302465084668903e-01
4.843842860607265599e-02,3.169648611330349360e-03,9.402697311658690937e-01,8.122191616727697516e-03
9.885950058662391626e-01,9.922313586829763915e-03,8.093413995149101835e-04,6.733391474157022702e-04
6.337715031528186327e-02,8.769775660538171522e-03,6.218479999016244576e-03,9.216345940251635671e-01
4.714938029578135542e-02,9.484007305470686378e-01,2.093170187199992587e-03,2.356718969949733213e-03
3.064226633720695901e-03,1.196137936032805674e-02,3.612420716267658767e-03,9.813619732896835535e-01
5.989773690667502676e-03,9.915819796087247395e-01,4.897387234078001131e-04,1.938507977199811425e-03
9.904098512494792228e-01,7.875600789912010763e-03,1.172885541014412553e-03,5.416624195947735776e-04
9.413477540376148298e-04,2.600860762022857119e-03,1.361656544450771944e-03,9.950961349394884525e-01
2.237604224005533202e-02,3.786883193175522022e-03,9.695352969164592327e-01,4.301777650310094521e-03
1.953421055217355318e-03,9.952030977054927563e-01,5.434136084434492385e-04,2.300067630846078758e-03
1.307128868843605201e-03,9.904113908340491657e-01,9.884888799801358917e-04,7.292991417126762355e-03
5.324373283604137003e-03,9.897706416673930363e-01,2.577061160701197423e-03,2.327923888302081603e-03
3.212039479669537029e-03,9.935754240424651273e-01,8.083061677362900904e-04,2.404230310128952722e-03
1.049223868867205089e-02,9.838373804870781392e-01,1.689549085097344578e-03,3.980831739152428279e-03
1.905972903546850061e-02,2.637520409382384037e-02,9.046335587276308488e-01,4.993150814307695251e-02
9.968552497171068172e-01,2.560780145504671593e-03,3.787577945249766460e-04,2.052123428636678495e-04
2.494495094916002794e-03,9.956052791025552517e-01,6.270748119843063241e-04,1.273150990544012718e-03
8.221531808200301106e-02,1.940674746520490088e-02,8.927842037968151123e-01,5.593730655977147484e-03
1.296220415887697729e-02,1.684216885448186138e-02,1.644463576201601884e-02,9.537509912246248112e-01
1.557987768402575987e-03,4.975144314582722639e-03,3.228203846136940263e-03,9.902386640708775722e-01
3.128163303603317177e-03,9.938287044985727459e-01,7.454921550668713957e-04,2.297640042756849809e-03
5.339709737611501861e-02,1.236183032781073936e-02,9.285143060237802670e-01,5.726766272293700930e-03
9.844945236141797867e-03,9.848787596278661960e-01,2.717415280670509772e-03,2.558879855321498104e-03
8.317771459003931930e-03,2.141890227165097957e-03,9.853065573420152212e-01,4.233780971816116651e-03
8.040126326485298736e-02,9.794208492865989768e-03,9.044563265558306364e-01,5.348201686450460186e-03
1.622715625540564061e-02,9.673183281835181502e-01,2.802681693550477474e-03,1.365183386752560728e-02
4.959186476486564243e-02,9.367650558211987333e-01,4.960829818333176329e-03,8.682249595602476583e-03
1.949462173097387882e-02,9.721621837395402199e-01,2.079992780012275382e-03,6.263201749473582512e-03
2.808507398072542394e-03,2.557545730101307146e-02,8.103056686960821101e-04,9.708057296322183394e-01
1.795329229584722241e-04,1.678229172855452657e-03,3.930084867031837523e-04,9.977492294174825638e-01
9.944600176581740447e-01,2.789216105756320979e-03,1.977965492711051144e-03,7.728007433590906730e-04
2.136936119153384512e-03,9.959972698039135652e-01,3.762372759813629487e-04,1.489556800951387632e-03
6.606765268811644332e-02,9.208333110788492482e-01,7.299260864304522173e-03,5.799775368729906053e-03
3.556203888597984919e-02,9.608146271746655920e-01,2.137655255751989922e-03,1.485678683603117731e-03
8.515357071368462663e-03,9.906126009756091033e-01,3.622014623169257739e-04,5.098404907058485787e-04
8.199460726415084763e-03,9.882811090428361700e-01,1.459733196721297189e-03,2.059697034027751627e-03
9.941318212858597514e-01,2.066514442320277391e-03,3.120396597722388619e-03,6.812676740976297612e-04
9.974200270358045683e-01,1.945801274762711322e-03,4.081378674920596713e-04,2.260338219410098787e-04
9.894709740298149869e-01,4.027025226721871361e-03,5.807668223988930040e-03,6.943325194740990235e-04
3.708245404299700260e-02,1.945050260986289081e-02,9.344539001378379117e-01,9.013143209302491507e-03
2.012144741410988591e-02,9.542310084860426977e-01,8.976230152226054651e-03,1.667131394762153690e-02
5.394027705096511582e-03,9.911856904332719820e-01,1.930016741930766933e-03,1.490265119700700906e-03
9.314744274193428181e-04,9.984969188519345895e-01,7.233690834628811299e-05,4.992698122996792279e-04
9.926646676269825775e-01,6.231546802609127730e-03,7.886896684197366308e-04,3.150959019885001032e-04
3.089556567424224173e-02,6.114107549370077777e-03,9.475728630362760807e-01,1.541746374011142631e-02
9.725352791745390212e-04,5.529232535281420995e-03,2.602435235035345518e-03,9.908957969505092223e-01
3.079958472953988301e-03,9.914858403088523398e-01,1.290984371199001236e-03,4.143216846994608911e-03
9.900872157459147394e-01,8.536667996224045485e-03,1.039029716522840317e-03,3.370865413387285681e-04
2.641972157169679425e-03,9.958863652376080955e-01,5.134960567518698097e-04,9.581665484700695873e-04
1.730338518818681434e-02,1.541320962592154309e-03,9.706536562392444889e-01,1.050163760997671093e-02
6.374938570151654320e-03,9.915587180159084468e-01,7.140727434541483450e-04,1.352270670485841578e-03
4.542191714978899980e-02,1.187157361831339339e-02,9.384889481902076724e-01,4.217561041689993351e-03
9.963596404595422840e-01,2.263229500145180761e-03,6.402305875527322578e-04,7.368994527597721176e-04
1.361476676757806398e-03,2.161457943977836312e-03,1.051451214812155815e-03,9.954256141644522993e-01
9.012649548436119096e-01,3.013995975526817875e-02,1.992006910686377683e-02,4.867501629425610016e-02
8.336139398685268181e-03,9.844886335548248546e-01,1.981554679589831412e-03,5.193672366900470815e-03
3.046965042517885049e-03,1.290686092441392955e-03,9.259383967397582984e-04,9.947364104683014130e-01
8.720304379077513585e-05,3.143039021566842312e-03,4.881718250753035149e-04,9.962815861095667413e-01
1.042369162381357600e-02,6.246384145451356912e-04,9.814828967906309432e-01,7.468773171010055674e-03
1.337761105303506004e-02,1.948837390771223504e-02,9.251858531456833568e-01,4.194816189356920938e-02
3.179550142870408297e-02,3.095128494861950838e-03,9.553480017657922652e-01,9.761368310641850218e-03
1.681101979336578622e-02,5.833145312143880488e-04,9.759441341437942175e-01,6.661531531625552657e-03
9.843063625343296819e-01,1.426180385308235127e-02,7.278465287218847252e-04,7.039870838660133032e-04
2.070810605915900798e-02,3.953760420034452272e-03,9.506333851203312424e-01,2.470474840047538409e-02
4.098535201778641694e-04,2.842190159651813985e-03,3.691161444377987519e-04,9.963788401757327495e-01
1.306555780179287363e-02,9.854403422584030459e-01,5.170959957141878270e-04,9.770039440902440753e-04
7.942770946689445624e-03,9.887910644693911344e-01,1.178586120620304023e-03,2.087578463298832548e-03
3.544540663587639889e-02,4.468765292324367055e-04,9.592173508061633269e-01,4.890366028727845780e-03
7.947656264276761274e-04,6.467430693297816779e-02,1.352911175491449021e-02,9.210018156856797367e-01
2.240049837386207804e-02,3.109763672725187125e-02,9.197739045876460739e-01,2.672796031123968186e-02
7.076599810172308838e-03,9.560132190313259670e-01,7.092525325236515368e-03,2.981765583326504918e-02
1.083454836691550086e-02,9.855921839365229253e-01,1.279500643126954941e-03,2.293767053434410050e-03
5.792348880687122952e-04,6.215190811430466866e-03,1.279155151403612656e-03,9.919264191490975158e-01
7.885055265454603279e-02,8.932030570471409803e-01,1.755335631060833679e-02,1.039303398770469872e-02
1.234325951092028360e-03,3.454302278307858336e-03,2.353369339786090444e-03,9.929580024308138908e-01
4.996326049936270636e-02,1.088308634764948851e-01,3.076820476241897903e-02,8.104376712617237244e-01
7.126178664662274594e-04,9.986317383656260205e-01,1.891829387259928046e-04,4.664608291817965509e-04
1.222951355853738042e-02,6.459570639374460910e-03,8.951685677594550805e-03,9.723592301244938785e-01
9.963166168613257767e-01,2.424197976528721498e-03,4.137320607417963470e-04,8.454531014037893616e-04
7.193713979966045394e-04,6.991765429264965416e-04,4.077083689781077318e-04,9.981737436900987026e-01
1.047809008923726365e-03,9.948936841095522565e-01,4.965127682786836787e-04,3.561994113245087103e-03
1.532457288516534955e-01,1.538880047436522458e-01,6.702269728774683522e-01,2.263929352722588925e-02
3.563010969780785325e-02,5.476739318219516275e-03,9.526782291861896068e-01,6.214921797783051413e-03
2.648364332014384315e-02,1.297310806726534619e-03,9.632573762511743576e-01,8.961669621954966927e-03
2.671687262501557317e-02,4.179880443217152616e-03,9.425506060905028960e-01,2.655264084126441118e-02
8.073178239045075699e-03,9.869533238163418210e-01,2.108569229166205785e-03,2.864928715446344188e-03
9.862643318240894574e-01,1.318912036698891531e-02,4.876775550416545643e-04,5.887025388043444051e-05
9.981039655136925148e-01,1.004874148617674375e-03,6.563016803005894927e-04,2.348586573893196637e-04
2.339763583717890602e-02,3.047160875820742031e-03,9.583888526034788358e-01,1.516635068352166667e-02
9.960846470598822000e-01,2.522066277985176436e-03,7.909569003305958780e-04,6.023297618022002871e-04
1.260422089013030211e-02,9.787659470790668337e-01,3.827243796940972987e-03,4.802588233862131913e-03
9.952680064050625219e-01,4.021549044235910204e-03,3.608124303313683186e-04,3.496321203698190411e-04
9.314910117267027889e-01,6.598043109567278131e-02,1.607022618223812038e-03,9.215345594008481295e-04
8.681142815013192333e-04,3.230131886424447967e-03,1.251674480108824154e-03,9.946500793519656991e-01
9.930358318349414848e-01,4.827259743302598702e-03,1.815150288871121434e-03,3.217581328853035688e-04
9.964532696699384129e-01,1.979375634009234667e-03,8.829053727802566595e-04,6.844493232720244439e-04
9.943878161841230856e-01,5.298428684266273843e-03,2.079932162399714438e-04,1.057619153706249943e-04
4.289151756678914740e-02,8.299452114424546792e-03,9.246962413219526056e-01,2.411278899683380605e-02
9.912932719548184224e-01,7.820371993709416408e-03,6.249037500008618748e-04,2.614523014717630976e-04
9.770518354098586267e-01,2.261538950953091015e-02,2.574437129816822606e-04,7.533136762850860940e-05
6.785785602044141877e-03,6.889901868146514237e-03,5.400919763447871447e-03,9.809233927663616459e-01
5.494853403757172237e-05,2.558279652325560864e-03,2.144969744796390457e-04,9.971722748391572688e-01
7.699892692771820443e-04,9.963051262338969982e-01,3.679014502595058002e-04,2.556983046566814726e-03
9.823911763536219421e-01,1.650546392511685959e-02,8.331435003651726373e-04,2.702162208964300431e-04
2.646893460437551443e-02,9.686410625431669530e-01,2.386413265104148692e-03,2.503589587353508786e-03
1.143087163970132533e-02,1.017727806220287967e-02,9.730853410245119406e-01,5.306509273583963696e-03
1.983866207842324356e-02,7.282901586096281795e-04,9.749350730704144929e-01,4.497974692552572651e-03
2.295991712184078729e-02,9.729082771798296392e-01,1.832908626816610832e-03,2.298897071513258256e-03
1.594600482635171465e-03,9.903527159197509366e-01,1.128486463325572946e-03,6.924197134288434530e-03
4.672293265812262932e-03,9.909466717157801030e-01,1.365501350640140705e-03,3.015533667767742506e-03
1.717536721394094523e-02,2.979075137174472167e-03,1.138691488768252789e-02,9.684586427612020820e-01
5.662760207498206133e-02,7.031846459009125083e-02,8.584195417009020668e-01,1.463439163402473903e-02
6.324628008555474579e-03,9.919273834287490876e-01,6.099983543261000866e-04,1.137990208369091694e-03
5.198108692120982817e-03,9.880513183563406354e-01,2.871736308208697012e-03,3.878836643330023457e-03
1.072658298584467165e-02,9.846264159758236767e-01,9.184110966095445283e-04,3.728589941722205894e-03
3.591503603392646321e-02,6.140192765300037797e-03,6.813594735241611591e-03,9.511311764655318024e-01
9.723764788772931711e-01,2.306470258514570215e-02,3.446051124879095234e-03,1.112767412682364159e-03
3.334281177860813628e-02,8.750261196667694780e-03,9.461193568228356554e-01,1.178757020188878936e-02
9.960143010105837469e-01,2.432429343523363676e-03,1.002783819259614505e-03,5.504858266336186239e-04
9.946821125168825439e-01,2.163242293278300633e-03,2.909869659797208446e-03,2.447755300422578876e-04
1.263399181545616159e-02,9.299304665367692790e-03,9.596057921366043519e-01,1.846091138257179368e-02
4.035658140788830374e-03,9.937916139266067539e-01,4.845634590957862103e-04,1.688164473508581764e-03
9.896618777504460063e-01,8.847536736087983564e-03,8.888207994826739832e-04,6.017647139828597802e-04
2.230009942616675150e-02,6.505051275507911165e-03,9.352384515269653864e-01,3.595639777135989368e-02
2.872528014761619505e-03,9.947950292566659636e-01,8.981792791128492956e-04,1.434263449459193028e-03
9.951757464586707957e-02,3.223224466357175327e-03,8.814456276438881188e-01,1.581357324388749097e-02
1.778306345990668044e-02,8.366461661300951883e-03,9.619150404184860781e-01,1.193543446030616989e-02
7.742205382062214598e-03,1.394373551104670719e-02,5.230240207985265878e-03,9.730838188989057169e-01
1.850160564970609791e-03,9.966608254237865339e-01,2.990725886504521660e-04,1.189941422592614680e-03
1.048468226577162210e-01,1.382987335654722524e-02,8.740207715511328912e-01,7.302532434603378926e-03
8.259779886863945209e-02,3.319737407649802491e-02,1.265061409205584311e-02,8.715542129628067736e-01
2.393483868323918479e-03,3.788092498130629909e-03,8.757635641833737359e-04,9.929426600693617155e-01
